loan_id,loan_amnt,emp_title,emp_length,home_ownership,annual_inc
1840369,28000,19,4.0,1,130000.0
1841233,24000,3,1.0,1,65165.04
1840166,5525,14,10.0,2,118000.0
1811110,10800,14,2.0,2,42943.15
1810857,10000,14,10.0,2,50000.0
1841318,16000,3,2.0,1,70000.0
1830192,12500,17,10.0,1,135000.0
1830189,36000,17,10.0,1,83500.0
1910514,35000,13,10.0,2,80000.0
1820779,25000,5,1.0,1,96000.0
1910398,2400,13,10.0,2,72000.0
1911085,11200,10,7.0,2,75000.0
1830807,7000,14,2.0,2,48000.0
1820502,1500,5,3.0,2,43000.0
1810517,2200,10,0.0,3,25000.0
1810787,35000,1,3.0,1,153000.0
1830329,11000,17,1.0,2,45000.0
1840744,5000,4,2.0,2,52000.0
1821019,10000,18,10.0,1,60000.0
1911114,40000,8,10.0,3,70000.0
1811463,25000,16,10.0,3,52000.0
1811265,25000,16,0.0,1,35000.0
1910924,14000,6,8.0,2,60000.0
1810663,30000,16,6.0,2,57000.0
1910355,8000,6,6.0,2,52000.0
1840990,21300,4,10.0,1,76000.0
1840512,12000,18,5.0,1,103000.0
1841315,4500,14,10.0,1,75000.0
1910226,8500,19,4.0,1,38000.0
1820204,14400,3,10.0,3,70000.0
1830164,9000,17,8.0,3,28000.0
1820542,20000,5,1.0,1,46000.0
1910110,2800,19,2.0,2,48500.0
1810198,10000,10,0.0,2,60000.0
1830488,24000,14,1.0,2,60000.0
1820208,25000,9,10.0,1,102000.0
1910123,16000,10,10.0,1,49500.0
1810751,32400,19,10.0,1,60083.0
1821294,20000,18,10.0,1,130333.0
1840253,30000,17,10.0,2,85000.0
1831414,19000,15,1.0,2,100000.0
1820012,20000,2,6.0,1,94000.0
1820985,10000,13,7.0,2,45000.0
1831332,40000,15,10.0,3,95000.0
1821308,17100,16,4.0,2,38000.0
1911022,15000,20,4.0,2,38000.0
1811226,26000,19,6.0,2,44532.0
1841231,11000,3,4.0,3,31500.0
1810975,3025,1,5.0,3,152000.0
1840174,1500,11,10.0,1,56160.0
1840907,10000,4,5.0,2,42000.0
1830398,18000,17,4.0,1,52000.0
1831503,7000,11,1.0,1,85000.0
1840612,2000,19,5.0,2,46000.0
1820585,10000,20,3.0,3,95000.0
1840530,3300,18,4.0,2,55000.0
1910168,20000,6,4.0,1,95000.0
1821436,5300,20,10.0,2,73385.0
1910486,40000,13,10.0,1,510000.0
1820803,40000,5,5.0,1,63500.0
1811210,11000,18,5.0,2,51000.0
1841293,5000,7,10.0,3,58000.0
1820144,30000,14,4.0,3,267525.0
1820271,20000,2,0.0,1,43000.0
1831444,24000,15,4.0,1,85000.0
1811346,30000,19,3.0,2,58000.0
1910262,35000,18,10.0,1,105000.0
1840363,10000,18,1.0,1,88340.0
1810563,40000,11,6.0,1,157000.0
1830473,25000,18,2.0,2,110000.0
1830158,12000,13,2.0,2,75000.0
1830023,12000,2,10.0,1,64000.0
1821214,10000,3,8.0,2,37551.0
1831274,10000,13,3.0,3,74000.0
1811243,5000,16,2.0,3,82000.0
1830454,6000,1,2.0,2,26000.0
1810377,5000,3,3.0,2,50000.0
1820361,22500,9,2.0,1,57000.0
1831083,16000,18,2.0,1,60000.0
1841096,6000,4,6.0,2,35000.0
1831319,20000,15,9.0,1,32000.0
1840525,10000,18,8.0,3,54000.0
1910071,15000,19,10.0,2,64000.0
1811081,12000,16,10.0,1,53452.0
1840480,10000,18,10.0,2,52000.0
1910896,12800,2,10.0,2,75000.0
1840883,24000,4,9.0,2,54000.0
1831114,16000,13,2.0,1,50000.0
1830321,9000,11,10.0,2,45000.0
1820554,7050,3,10.0,3,57360.0
1840067,34575,10,5.0,1,130000.0
1811022,35000,1,5.0,1,136000.0
1810514,5400,9,1.0,2,51000.0
1830778,13000,13,10.0,1,176000.0
1830362,25000,17,2.0,1,50000.0
1830734,8000,14,3.0,1,50000.0
1810750,10000,13,9.0,1,101000.0
1830811,14000,13,0.0,1,70000.0
1910058,35000,19,0.0,2,169000.0
1830039,8000,13,6.0,1,88249.0
1841001,7000,4,0.0,2,70000.0
1830934,11000,5,9.0,2,22000.0
1840305,35000,13,3.0,1,72000.0
1840397,11500,13,10.0,1,173370.0
1910542,21000,19,10.0,1,75855.0
1810353,10000,10,2.0,1,44000.0
1840223,25000,11,10.0,1,23878.0
1810748,17600,10,5.0,2,65000.0
1911459,3900,19,5.0,3,75000.0
1811043,5000,5,2.0,2,38600.0
1910734,31650,13,2.0,1,125000.0
1840571,6000,2,6.0,1,110000.0
1830992,40000,19,8.0,1,82000.0
1811368,3600,16,10.0,1,63000.0
1811485,10000,16,10.0,1,85000.0
1830361,10000,18,9.0,2,120000.0
1840835,6400,4,2.0,2,60000.0
1821152,14400,2,7.0,2,74500.0
1830814,5300,13,1.0,2,74000.0
1821443,10000,15,6.0,1,55000.0
1820152,6000,9,10.0,1,77000.0
1910578,10000,19,10.0,1,65000.0
1810022,15000,10,4.0,2,50000.0
1910302,8000,19,10.0,1,135000.0
1841334,10000,3,5.0,3,36000.0
1820531,27000,4,7.0,2,94300.0
1831512,20000,4,5.0,2,40000.0
1910547,12000,13,2.0,1,50000.0
1910718,15000,19,10.0,2,40000.0
1820184,15000,2,3.0,2,70000.0
1820581,7000,5,5.0,2,55000.0
1830803,32000,13,3.0,1,132000.0
1830729,15000,4,4.0,1,140000.0
1820906,5000,7,2.0,2,30000.0
1820896,20000,9,8.0,1,102000.0
1910069,20000,19,2.0,1,55000.0
1811155,5000,1,1.0,2,80000.0
1820043,10000,10,9.0,1,63000.0
1841100,25000,4,1.0,1,35000.0
1910411,39500,11,2.0,1,105000.0
1841275,7200,13,5.0,1,59280.0
1911033,17500,20,10.0,1,71000.0
1810438,20000,10,10.0,1,62000.0
1911398,11000,8,3.0,2,55000.0
1841244,20000,3,10.0,2,40000.0
1840741,15000,4,10.0,3,120000.0
1840507,15000,16,2.0,3,75000.0
1911070,24000,20,10.0,1,96979.0
1840715,8000,18,10.0,1,40000.0
1831066,9600,19,10.0,1,110000.0
1821320,20000,2,6.0,1,135000.0
1810220,32000,10,5.0,1,95000.0
1810455,10000,19,10.0,3,55000.0
1820827,15000,18,10.0,1,70000.0
1840259,6000,11,8.0,1,65000.0
1831001,5500,16,2.0,2,24000.0
1840056,8500,6,8.0,1,80000.0
1830030,10000,2,10.0,2,70000.0
1820681,2000,16,10.0,2,63749.0
1820142,24150,16,10.0,2,75000.0
1810199,14150,19,10.0,2,118000.0
1830861,15000,13,0.0,3,40000.0
1911244,7000,8,10.0,2,40000.0
1830100,24000,18,10.0,1,115000.0
1841157,5000,13,0.0,1,35000.0
1911413,15000,8,10.0,1,113000.0
1811230,9500,17,2.0,2,57500.0
1910266,15000,10,10.0,1,90000.0
1811382,6000,2,10.0,2,30000.0
1810701,15000,10,0.0,2,28000.0
1810443,5000,10,4.0,2,80000.0
1911152,11000,16,10.0,1,71000.0
1910212,3600,19,10.0,2,35000.0
1821385,18000,6,3.0,2,68800.0
1831328,12000,15,10.0,2,70000.0
1810056,25000,10,10.0,1,57000.0
1831146,17500,16,1.0,3,54000.0
1841005,20000,4,10.0,2,105015.0
1821224,19200,13,7.0,1,240000.0
1810426,6000,16,6.0,1,91000.0
1840336,40000,18,9.0,1,55000.0
1830772,40000,15,6.0,1,180000.0
1910040,35000,19,10.0,1,115000.0
1840843,34000,4,8.0,2,102000.0
1910557,8000,19,10.0,3,32000.0
1821259,10000,2,2.0,2,35000.0
1811240,28000,16,8.0,1,250000.0
1840724,10000,4,10.0,3,40000.0
1810604,8000,4,4.0,2,30000.0
1831193,22000,15,3.0,1,170000.0
1811451,30000,19,4.0,1,36000.0
1810069,14100,10,0.0,3,128000.0
1821029,40000,7,0.0,1,335000.0
1910764,10000,20,5.0,3,36000.0
1911404,24000,13,8.0,3,259000.0
1820301,16000,10,10.0,2,43500.0
1810910,35000,9,4.0,2,95000.0
1821162,10000,11,2.0,3,650000.0
1810345,30000,10,10.0,1,150000.0
1841504,4800,19,10.0,1,50000.0
1820653,20000,5,10.0,2,64000.0
1840886,35000,4,3.0,2,98000.0
1810922,35000,17,10.0,1,99000.0
1820856,6000,5,10.0,3,29000.0
1911379,6000,8,10.0,1,73000.0
1820733,6000,15,7.0,2,40500.0
1811242,6000,19,2.0,2,30000.0
1841016,2000,4,9.0,3,20000.0
1840279,5000,11,6.0,1,60000.0
1830324,4500,19,0.0,2,50000.0
1911041,6000,20,1.0,1,68000.0
1821071,35000,7,3.0,2,48000.0
1910742,17000,19,10.0,1,65656.0
1830219,20000,19,2.0,2,122078.0
1811116,4550,1,4.0,2,68748.0
1811264,10000,16,8.0,1,67000.0
1910220,18000,19,10.0,3,45000.0
1910037,24000,19,8.0,1,123000.0
1810621,11000,10,10.0,2,74000.0
1911262,5000,15,4.0,2,49000.0
1810215,17600,8,0.0,3,75000.0
1831109,25000,19,10.0,1,70000.0
1840493,24900,6,2.0,3,27140.0
1810757,8000,19,6.0,3,85000.0
1910392,6000,6,10.0,1,49000.0
1841499,15525,3,5.0,2,25481.16
1840770,35000,4,2.0,2,120000.0
1911196,36000,2,10.0,3,125000.0
1820354,10675,9,10.0,1,72000.0
1820070,2000,19,6.0,2,42500.0
1831318,14400,15,10.0,3,45000.0
1810202,8000,10,8.0,1,145000.0
1840749,10000,11,4.0,2,49920.0
1810083,15000,10,3.0,3,195000.0
1810982,15000,1,9.0,2,88000.0
1820461,3500,5,0.0,2,17200.0
1840085,10000,14,8.0,1,143000.0
1820935,10000,15,10.0,3,52000.0
1831210,1500,15,10.0,2,96000.0
1910694,15000,19,6.0,3,95000.0
1810103,12000,10,10.0,1,110000.0
1811383,6000,16,10.0,1,120000.0
1820202,20000,18,8.0,3,75000.0
1840061,18000,11,3.0,2,100203.0
1910066,16000,1,0.0,2,29212.0
1820040,3000,16,10.0,2,72000.0
1841003,11500,4,10.0,1,83000.0
1910250,4000,18,3.0,1,53000.0
1810095,17000,10,10.0,3,70000.0
1811450,20000,16,9.0,1,175000.0
1810390,20000,10,8.0,1,75000.0
1810704,13000,10,0.0,3,41000.0
1830016,20000,2,10.0,3,43000.0
1840217,8000,11,4.0,2,42300.0
1840696,15000,18,10.0,1,82000.0
1821164,10500,7,10.0,1,185000.0
1820066,36000,9,0.0,1,145000.0
1840195,25000,11,10.0,1,63500.0
1910724,8000,3,10.0,1,79000.0
1910306,9900,19,0.0,2,60000.0
1911269,25000,11,7.0,1,147000.0
1820600,32000,13,2.0,1,220000.0
1810712,9000,13,3.0,1,67925.0
1830215,16000,17,10.0,1,95000.0
1830220,20000,17,10.0,1,30000.0
1841408,4000,3,7.0,1,30000.0
1811015,3600,1,3.0,2,21000.0
1841272,36000,3,6.0,1,30000.0
1841113,7500,4,4.0,1,152000.0
1820006,6500,16,6.0,1,42625.0
1821496,40000,18,0.0,1,50000.0
1910675,30000,1,5.0,1,62000.0
1810209,11000,10,1.0,2,60000.0
1820243,22000,11,1.0,2,37240.0
1841240,30000,19,7.0,1,70000.0
1830867,10000,7,10.0,2,67000.0
1810295,13000,10,2.0,2,45000.0
1811393,10000,18,0.0,2,70000.0
1910695,30000,6,10.0,1,130000.0
1840357,15000,18,2.0,2,63000.0
1830707,8000,2,10.0,1,110000.0
1830776,10800,18,10.0,1,95000.0
1810665,5000,10,10.0,1,39000.0
1811384,15000,16,0.0,2,95000.0
1821384,25600,2,10.0,1,38000.0
1831134,5000,13,10.0,2,56000.0
1910023,24000,9,10.0,1,329991.0
1840700,7200,14,4.0,2,49150.0
1840384,6025,6,0.0,2,21600.0
1820452,10000,5,5.0,1,35000.0
1811108,10000,6,10.0,1,33000.0
1820037,7200,19,8.0,2,48000.0
1840091,18000,11,7.0,1,60000.0
1831178,10000,15,2.0,1,132000.0
1831373,4000,13,2.0,2,90000.0
1811139,20000,1,10.0,1,65000.0
1911318,6500,8,10.0,3,73000.0
1910394,20000,19,1.0,1,35000.0
1830143,1700,17,10.0,1,65000.0
1910263,28000,19,2.0,1,105000.0
1810383,6400,16,10.0,1,45000.0
1810686,17000,13,0.0,1,140000.0
1841274,20000,17,10.0,1,87000.0
1820716,10500,8,2.0,1,80000.0
1830236,25000,13,5.0,1,110000.0
1820689,35000,13,10.0,3,200000.0
1810616,11200,10,10.0,2,65000.0
1820349,10000,9,10.0,1,77000.0
1841255,35000,13,2.0,2,54412.0
1830548,3300,2,3.0,1,50000.0
1911316,10000,8,10.0,1,145000.0
1810362,15000,10,10.0,1,36421.0
1830541,16000,14,3.0,1,57000.0
1840876,1500,4,4.0,2,75680.0
1840651,20000,18,10.0,2,240000.0
1810306,12000,3,10.0,1,100000.0
1840019,35000,11,10.0,1,290000.0
1830557,8000,14,8.0,1,65000.0
1841283,7500,14,10.0,3,55000.0
1911102,10500,10,10.0,1,80000.0
1830333,18000,19,10.0,1,95000.0
1911229,8300,9,1.0,2,40000.0
1811304,15200,16,0.0,1,138000.0
1840727,30000,13,1.0,2,165000.0
1911002,7000,20,6.0,1,55000.0
1821120,1200,7,0.0,2,26000.0
1811406,12000,16,3.0,3,36000.0
1910353,12500,19,7.0,2,55000.0
1911394,28000,2,10.0,1,55000.0
1910970,3000,3,2.0,1,25000.0
1910024,16000,14,6.0,1,65000.0
1820527,10000,5,2.0,1,38000.0
1820617,6000,10,10.0,2,75000.0
1811214,3600,13,0.0,2,25000.0
1840641,25000,13,2.0,3,150000.0
1831087,28000,13,2.0,2,50000.0
1910078,18200,14,8.0,2,118000.0
1811408,5500,16,5.0,2,36400.0
1910869,27150,17,10.0,2,64975.0
1831048,11000,16,10.0,1,105000.0
1811329,11200,13,6.0,1,62000.0
1910179,20000,19,0.0,1,46800.0
1841178,20000,19,10.0,1,110000.0
1810415,9850,1,10.0,1,62000.0
1810026,20000,10,10.0,1,339000.0
1841027,10000,19,1.0,2,36500.0
1811071,1000,1,9.0,2,60000.0
1820122,7500,13,10.0,1,110000.0
1810003,11200,10,0.0,2,44000.0
1810189,12000,10,2.0,1,120000.0
1910308,40000,19,4.0,1,150000.0
1911035,10500,5,4.0,1,125000.0
1911346,20000,13,10.0,1,165000.0
1811184,25000,1,5.0,1,60000.0
1811173,18000,16,1.0,2,95000.0
1810052,8000,18,7.0,1,80000.0
1810537,7200,10,1.0,2,70000.0
1810556,12000,10,10.0,3,42000.0
1820965,20000,7,10.0,1,44000.0
1811306,11000,18,10.0,2,69000.0
1911220,32000,8,10.0,1,90000.0
1830818,20000,13,10.0,1,105000.0
1821023,15000,13,10.0,1,52000.0
1910422,15000,19,1.0,2,52000.0
1830027,10000,2,2.0,1,45000.0
1830376,15525,3,3.0,1,42000.0
1840025,24000,11,10.0,1,140000.0
1841166,20000,17,7.0,2,34000.0
1910794,30000,2,7.0,1,88900.0
1811059,5000,3,10.0,2,70000.0
1831342,12500,10,10.0,2,130000.0
1840869,15000,4,0.0,3,56000.0
1820072,11500,9,1.0,1,85000.0
1830831,10000,2,2.0,1,35000.0
1820250,10000,9,10.0,2,56800.0
1841414,5600,3,2.0,2,49700.0
1820352,12000,9,2.0,2,55000.0
1910099,3500,19,10.0,1,90000.0
1831295,4000,15,2.0,2,38000.0
1831359,10000,15,10.0,1,57000.0
1910261,14850,17,10.0,1,76000.0
1811200,28000,18,9.0,1,210000.0
1831196,4000,15,4.0,2,35000.0
1820821,5000,5,8.0,2,51000.0
1830325,9325,13,10.0,1,107500.0
1821378,20000,13,2.0,1,70000.0
1910349,15000,15,2.0,2,60000.0
1821390,20000,2,10.0,1,50000.0
1810484,14000,10,10.0,2,49000.0
1811285,40000,9,5.0,1,125000.0
1841181,12000,13,2.0,1,145000.0
1820603,8000,3,7.0,2,65000.0
1810898,20000,7,10.0,1,66000.0
1811091,20000,6,10.0,2,85000.0
1841163,15000,18,4.0,1,90000.0
1810607,10000,10,5.0,1,52000.0
1810004,6500,10,10.0,1,50000.0
1810310,25000,10,10.0,2,78000.0
1910334,12800,19,3.0,1,78000.0
1840796,35000,4,3.0,1,300000.0
1820229,15000,9,5.0,2,60000.0
1841368,35000,3,10.0,1,83000.0
1841148,10000,19,5.0,1,65000.0
1831501,5000,19,2.0,2,78000.0
1811128,15000,13,2.0,1,80000.0
1821178,6000,2,8.0,2,42000.0
1831078,4000,13,3.0,2,30000.0
1830510,24000,14,7.0,1,307800.0
1820489,17000,1,5.0,1,65000.0
1910943,25000,20,2.0,1,105000.0
1840845,10500,19,5.0,1,73600.0
1830394,4000,17,10.0,1,60000.0
1811202,8500,16,10.0,1,60000.0
1810636,10000,10,3.0,1,44210.0
1821412,20000,2,8.0,1,35000.0
1820289,25000,4,2.0,2,96000.0
1910987,15000,15,10.0,3,40000.0
1830287,25000,14,5.0,2,94000.0
1831205,36000,15,10.0,1,150000.0
1820989,20000,7,10.0,3,88000.0
1820206,19350,14,10.0,1,44727.0
1840719,16000,4,10.0,2,45000.0
1811033,12150,1,0.0,1,55000.0
1820163,9600,13,10.0,1,30000.0
1840816,15000,13,10.0,1,74000.0
1810626,2000,10,0.0,2,45000.0
1810123,25000,13,10.0,1,86000.0
1820621,10000,5,3.0,2,44181.0
1910852,30000,20,10.0,1,120000.0
1841038,9000,4,6.0,1,62000.0
1911040,13000,13,2.0,2,49000.0
1830308,30000,13,4.0,2,78000.0
1910888,16800,20,4.0,1,94000.0
1910294,13750,19,10.0,1,69000.0
1840169,16000,13,2.0,2,52000.0
1831051,25000,13,4.0,1,42000.0
1811063,16000,14,0.0,3,70000.0
1810472,26000,10,10.0,1,72000.0
1830451,18525,7,10.0,3,78000.0
1840116,15000,4,3.0,1,150000.0
1820426,9600,5,7.0,3,60000.0
1910954,7700,7,2.0,2,46000.0
1810564,40000,19,10.0,1,79992.0
1840780,30000,19,10.0,2,150000.0
1820567,2000,5,10.0,2,26000.0
1810776,7000,1,0.0,1,40000.0
1840933,6250,3,10.0,1,35000.0
1811401,9600,13,10.0,1,61000.0
1830972,35000,15,1.0,1,40000.0
1831283,18000,18,2.0,1,39800.0
1810933,15000,11,10.0,3,50000.0
1810149,5000,10,2.0,2,60000.0
1820090,18000,9,10.0,1,285000.0
1820377,5000,9,10.0,3,32000.0
1841077,3300,13,4.0,2,30000.0
1910871,14000,5,1.0,2,33000.0
1830731,15000,14,7.0,1,120000.0
1811394,40000,16,10.0,1,75000.0
1810956,30000,14,10.0,1,42000.0
1810901,10000,7,10.0,1,75000.0
1821097,18000,19,10.0,1,81966.0
1841149,18000,16,10.0,1,43000.0
1830234,20000,19,7.0,3,54584.0
1831227,40000,1,5.0,1,96000.0
1911182,18000,4,2.0,2,67000.0
1910109,25000,17,3.0,1,126000.0
1910313,10000,2,10.0,2,63295.0
1820800,20000,5,10.0,1,57000.0
1820778,3500,7,7.0,1,62400.0
1910459,15000,8,3.0,1,56532.0
1830892,20000,13,10.0,2,50000.0
1910862,5000,20,10.0,2,80000.0
1830507,6000,14,10.0,1,198000.0
1831424,20000,15,3.0,1,40000.0
1840022,24000,11,3.0,3,105000.0
1811183,20000,16,10.0,1,180000.0
1820418,20000,17,10.0,1,102000.0
1840755,10000,4,3.0,1,37000.0
1811255,22800,6,10.0,1,80630.0
1810908,20000,1,6.0,3,75000.0
1910633,8000,19,10.0,1,67000.0
1830350,30000,17,1.0,3,15000.0
1810586,18000,10,5.0,1,180000.0
1830928,3000,13,4.0,2,40000.0
1810630,30000,10,2.0,1,60000.0
1820734,28000,5,4.0,2,26500.0
1840667,2000,18,2.0,1,68000.0
1821307,10000,2,4.0,1,58000.0
1831002,21000,19,10.0,2,74000.0
1820592,5000,19,1.0,1,50000.0
1911162,15000,8,10.0,2,72000.0
1820329,8000,20,2.0,2,60000.0
1910726,25000,19,0.0,2,140000.0
1840146,1000,20,10.0,1,78000.0
1910386,20000,13,10.0,1,100000.0
1910950,21000,20,8.0,1,65000.0
1910067,40000,19,10.0,1,150000.0
1840360,10000,18,6.0,2,51000.0
1830527,15600,10,4.0,1,56000.0
1840033,1250,2,10.0,2,52000.0
1820465,32000,5,0.0,1,10000.0
1821252,28000,10,2.0,2,93000.0
1811115,8500,1,10.0,1,48000.0
1910211,25000,19,6.0,1,174000.0
1821090,4800,18,2.0,3,72350.0
1820572,15000,8,0.0,3,50000.0
1821242,22000,2,10.0,1,140000.0
1811017,7000,1,2.0,2,54000.0
1810983,30000,1,8.0,3,114000.0
1811025,3000,1,10.0,1,75000.0
1831170,6000,15,10.0,1,58000.0
1831064,10000,13,1.0,2,81000.0
1831147,10000,11,10.0,1,48000.0
1910976,3500,20,3.0,2,35000.0
1840309,22000,18,10.0,1,152000.0
1820784,2400,2,2.0,2,65000.0
1840410,30000,2,1.0,1,75000.0
1810044,40000,10,10.0,1,150000.0
1910600,25000,14,3.0,1,104000.0
1840293,4500,13,6.0,2,72000.0
1910273,40000,14,10.0,2,91000.0
1810844,25000,19,5.0,1,72000.0
1830188,10000,17,8.0,2,65200.0
1830021,15000,2,10.0,2,70000.0
1820360,10000,9,10.0,1,175000.0
1910584,10000,15,10.0,2,49000.0
1811014,10000,1,9.0,1,44000.0
1820365,15000,13,10.0,2,100000.0
1820413,14000,13,2.0,2,42000.0
1810851,5000,1,0.0,3,42368.0
1821208,26600,19,8.0,2,99996.0
1911450,9000,8,3.0,2,46800.0
1910814,5000,18,7.0,2,28000.0
1910253,15000,19,8.0,3,71000.0
1841373,10000,2,4.0,2,80000.0
1821228,10000,2,8.0,2,70000.0
1810062,14000,20,0.0,1,28000.0
1820102,8000,19,10.0,1,73000.0
1830633,9600,14,10.0,2,82000.0
1810699,4000,5,5.0,1,38000.0
1841206,25500,14,9.0,1,83000.0
1830757,10000,3,5.0,2,35000.0
1820356,5000,8,1.0,2,35360.0
1840682,10000,5,10.0,1,62000.0
1831358,22000,15,6.0,1,62000.0
1810683,24000,10,4.0,2,109000.0
1840486,11000,18,10.0,2,54000.0
1841434,8000,3,10.0,1,70000.0
1831323,8000,15,10.0,2,78000.0
1910660,15000,19,10.0,1,92106.0
1810327,35000,9,1.0,1,60000.0
1910864,10000,17,7.0,1,77000.0
1910941,4500,3,2.0,3,46000.0
1830384,3000,17,10.0,1,60000.0
1910636,32000,19,10.0,1,200000.0
1840203,30000,6,10.0,1,65000.0
1910310,15000,15,10.0,3,54000.0
1910142,20000,19,10.0,1,80300.0
1841452,35850,7,3.0,2,42000.0
1841518,12000,19,1.0,2,160000.0
1830148,27175,17,5.0,3,83000.0
1821083,3000,13,10.0,2,50000.0
1820940,1000,13,1.0,2,18000.0
1830082,16000,17,10.0,1,144000.0
1820261,25000,9,9.0,1,125000.0
1820559,20000,18,7.0,2,45000.0
1810520,10500,9,10.0,1,50000.0
1910240,2500,16,10.0,3,50000.0
1910421,10000,11,9.0,1,125000.0
1911428,40000,8,10.0,1,90000.0
1811114,6500,1,4.0,2,37000.0
1831100,14500,13,9.0,2,40000.0
1811082,1000,13,0.0,1,38418.0
1840016,9600,11,9.0,2,65000.0
1820114,3000,3,10.0,1,107938.0
1840524,2500,18,7.0,2,65000.0
1821289,2500,1,10.0,3,12000.0
1911233,10000,8,10.0,1,96000.0
1811176,35000,4,4.0,1,300000.0
1910327,12000,16,7.0,2,56000.0
1811246,12000,16,7.0,1,71270.0
1810578,29000,10,10.0,1,110000.0
1840593,8500,7,10.0,2,45000.0
1910365,18000,19,7.0,1,150000.0
1831382,20000,15,8.0,1,80000.0
1841238,35000,3,3.0,1,73300.0
1811314,36375,16,1.0,1,125175.0
1840931,5000,17,10.0,1,61000.0
1840756,10000,17,6.0,3,70000.0
1830413,5000,17,10.0,1,71000.0
1841093,2900,4,4.0,2,55000.0
1841141,10000,3,4.0,2,110000.0
1840328,5000,13,5.0,1,30000.0
1911434,1500,8,10.0,2,34000.0
1831000,40000,13,5.0,2,120000.0
1841514,6800,19,0.0,2,56000.0
1910034,6000,19,10.0,3,42000.0
1830809,12000,19,10.0,1,75000.0
1911492,9000,20,3.0,1,95000.0
1840616,12000,1,2.0,2,65000.0
1840306,4000,18,10.0,3,60000.0
1910081,35000,19,0.0,1,125890.0
1830193,19200,13,0.0,2,100880.0
1840840,18000,4,4.0,1,83000.0
1810005,6000,4,1.0,2,46000.0
1820932,10000,15,6.0,1,65000.0
1911311,3500,8,4.0,1,120000.0
1830244,27000,13,10.0,1,70000.0
1840478,25000,18,10.0,1,115000.0
1840227,13000,11,10.0,1,55000.0
1840878,7000,13,10.0,1,48000.0
1810512,15000,10,5.0,2,47000.0
1811365,12500,15,10.0,2,51900.0
1830152,6000,17,8.0,1,110000.0
1830537,20000,2,3.0,1,78000.0
1811093,18000,1,10.0,1,90000.0
1820453,40000,7,10.0,1,82000.0
1840437,14425,19,7.0,2,125000.0
1910918,35000,9,10.0,1,155000.0
1831103,12000,6,2.0,1,24000.0
1841210,20000,3,10.0,2,65000.0
1911371,12000,8,5.0,3,108000.0
1830552,10000,14,2.0,1,107000.0
1910092,8400,10,10.0,1,56500.0
1840314,15000,18,2.0,1,70000.0
1840076,30000,3,2.0,1,113000.0
1810501,24000,20,10.0,2,144000.0
1910213,20400,4,6.0,2,51315.0
1821144,9000,7,1.0,3,35000.0
1841506,25000,19,6.0,1,82000.0
1820166,30000,9,4.0,1,250001.0
1821391,2000,2,4.0,2,30000.0
1911403,18000,9,10.0,2,120000.0
1910132,5000,13,3.0,3,65000.0
1831334,25000,14,2.0,1,115000.0
1820021,30000,3,5.0,2,105000.0
1840054,5500,9,5.0,1,98000.0
1811156,10000,1,6.0,1,38000.0
1840139,12000,11,10.0,2,79365.0
1830680,9600,14,4.0,2,87000.0
1840586,4000,18,10.0,3,40000.0
1830199,25000,19,10.0,1,67000.0
1831361,4500,15,1.0,2,43000.0
1911402,40000,13,10.0,1,93000.0
1830802,12000,1,10.0,1,60000.0
1841002,10800,19,10.0,2,65000.0
1910480,8000,19,10.0,1,92000.0
1910837,40000,20,5.0,2,183000.0
1821327,5200,2,5.0,2,48000.0
1910573,6500,19,3.0,2,70000.0
1830911,40000,13,1.0,1,20000.0
1820650,16000,13,4.0,2,24000.0
1911291,20000,8,3.0,2,45000.0
1830508,10000,14,6.0,2,50000.0
1840983,9000,4,10.0,1,37000.0
1830598,18500,14,0.0,2,65000.0
1840602,8500,3,2.0,1,150000.0
1820242,16000,9,2.0,1,250000.0
1821393,12000,16,4.0,2,69000.0
1811208,7000,16,5.0,1,206000.0
1841279,12850,3,10.0,2,66914.8
1820221,22000,9,10.0,1,50000.0
1911028,23000,11,10.0,2,65000.0
1821231,22000,2,2.0,1,73000.0
1910489,11325,19,2.0,1,90000.0
1840672,28650,18,3.0,1,300000.0
1910818,8000,8,2.0,1,45000.0
1910098,16000,19,2.0,2,72500.0
1910910,15000,20,9.0,3,54210.0
1820763,16000,5,10.0,1,93000.0
1810457,15000,6,10.0,2,120000.0
1910648,18450,14,10.0,1,330000.0
1811480,1800,16,5.0,3,27000.0
1811181,4000,14,10.0,2,79000.0
1830982,4000,16,2.0,1,61000.0
1810300,18000,10,5.0,1,125000.0
1811410,35000,16,10.0,3,115000.0
1911059,6000,16,8.0,2,41000.0
1810736,8800,4,5.0,1,58000.0
1810091,2600,19,3.0,1,62000.0
1910457,8250,17,1.0,1,125000.0
1820850,25000,2,2.0,2,200000.0
1911132,14000,13,10.0,1,150000.0
1820424,32750,14,5.0,2,87298.0
1810589,15000,18,10.0,2,51460.0
1911063,10000,19,3.0,2,103000.0
1840526,12000,4,2.0,2,71250.0
1911020,10000,20,2.0,2,49500.0
1830551,5000,14,0.0,2,49000.0
1910913,14000,7,0.0,1,100000.0
1810797,20000,1,10.0,1,65700.0
1830865,20000,13,3.0,2,65000.0
1841396,20000,3,10.0,2,72000.0
1830634,22400,19,6.0,2,85000.0
1910286,1200,2,10.0,2,52000.0
1840854,10000,3,10.0,2,52000.0
1821054,5000,10,2.0,2,50000.0
1841330,15000,3,7.0,2,60000.0
