loan_id|loan_amnt|term|emp_title|emp_length|home_ownership|annual_inc|inc_verification_status|issue_date|purpose|zip_code|addr_state|application_type
1811314|36375|36 months|Office Manager|1 year|MORTGAGE|125175|Source Verified|Jan-18|other|217xx|MD|Joint App
1811315|5000|36 months|Office Manager|10+ years|MORTGAGE|98000|Source Verified|Jan-18|debt_consolidation|481xx|MI|Individual
1811316|15000|36 months|Clerk|2 years|MORTGAGE|150000|Source Verified|Jan-18|credit_card|297xx|SC|Individual
1811317|40000|36 months|Accountant|6 years|RENT|125000|Source Verified|Jan-18|debt_consolidation|936xx|CA|Individual
1811318|15000|36 months|Office Manager|10+ years|MORTGAGE|110000|Not Verified|Jan-18|debt_consolidation|986xx|WA|Joint App
1811319|8000|36 months|Accountant|10+ years|MORTGAGE|52000|Not Verified|Jan-18|debt_consolidation|494xx|MI|Individual
1811320|20000|36 months|Office Manager|10+ years|RENT|80000|Not Verified|Jan-18|debt_consolidation|660xx|KS|Individual
1811321|3000|36 months|Office Manager|10+ years|OWN|47840|Not Verified|Jan-18|other|480xx|MI|Individual
1811322|25700|60 months|Office Manager|10+ years|MORTGAGE|114000|Verified|Jan-18|credit_card|799xx|TX|Individual
1811323|16000|60 months|Teacher|10+ years|MORTGAGE|80000|Source Verified|Jan-18|small_business|300xx|GA|Individual
1811324|9000|36 months|Security Officer|10+ years|MORTGAGE|125000|Source Verified|Jan-18|debt_consolidation|604xx|IL|Individual
1811325|5600|36 months|Supervisor|7 years|RENT|80000|Not Verified|Jan-18|debt_consolidation|331xx|FL|Individual
1811326|4000|36 months|Office Manager|10+ years|MORTGAGE|78000|Not Verified|Jan-18|debt_consolidation|018xx|MA|Individual
1811327|40000|60 months|Mechanic|4 years|MORTGAGE|119000|Not Verified|Jan-18|credit_card|707xx|LA|Joint App
1811328|30000|60 months|Nurse|< 1 year|MORTGAGE|126000|Source Verified|Jan-18|debt_consolidation|201xx|VA|Individual
1811329|11200|36 months|IT Manager|6 years|MORTGAGE|62000|Not Verified|Jan-18|credit_card|405xx|KY|Individual
1811330|5000|36 months|Bartender|10+ years|RENT|70000|Not Verified|Jan-18|house|119xx|NY|Individual
1811331|20000|60 months|Clerk|5 years|MORTGAGE|94000|Not Verified|Jan-18|car|307xx|GA|Individual
1811332|10000|36 months|Office Manager|6 years|MORTGAGE|60000|Not Verified|Jan-18|credit_card|310xx|GA|Individual
1811333|11500|36 months|IT Manager|< 1 year|RENT|59000|Source Verified|Feb-18|debt_consolidation|852xx|AZ|Individual
1811334|6000|36 months|Accountant|6 years|RENT|53000|Not Verified|Jan-18|credit_card|633xx|MO|Individual
1811335|6000|36 months|Office Manager|10+ years|MORTGAGE|76000|Source Verified|Jan-18|debt_consolidation|282xx|NC|Individual
1811336|18000|60 months|Police officer|1 year|OWN|50000|Source Verified|Jan-18|other|078xx|NJ|Individual
1811337|20400|60 months|IT Manager|10+ years|OWN|85000|Source Verified|Jan-18|debt_consolidation|925xx|CA|Individual
1811338|12000|36 months|Office Manager|4 years|MORTGAGE|27000|Source Verified|Jan-18|debt_consolidation|856xx|AZ|Individual
1811339|10000|36 months|Nurse|2 years|MORTGAGE|90000|Not Verified|Jan-18|home_improvement|535xx|WI|Individual
1811340|21650|36 months|Realtor|10+ years|MORTGAGE|80000|Not Verified|Jan-18|home_improvement|088xx|NJ|Individual
1811341|10000|60 months|Attorney|10+ years|RENT|94000|Not Verified|Jan-18|debt_consolidation|021xx|MA|Individual
1811342|1350|36 months|Office Manager|8 years|MORTGAGE|62000|Not Verified|Jan-18|other|824xx|WY|Individual
1811343|6000|36 months|Office Manager|2 years|RENT|81000|Verified|Feb-18|credit_card|606xx|IL|Individual
1811344|35000|60 months|Police officer|< 1 year|MORTGAGE|167000|Verified|Feb-18|credit_card|972xx|OR|Individual
1811345|6000|36 months|Engineer|< 1 year|RENT|35000|Not Verified|Jan-18|credit_card|206xx|MD|Individual
1811346|30000|60 months|Security Officer|3 years|RENT|58000|Source Verified|Jan-18|debt_consolidation|302xx|GA|Individual
1811347|10000|36 months|Accountant|8 years|RENT|80000|Source Verified|Feb-18|other|107xx|NY|Individual
1811348|12000|36 months|Security Officer|10+ years|RENT|45000|Not Verified|Jan-18|credit_card|757xx|TX|Individual
1811349|16000|60 months|Office Manager|1 year|RENT|90000|Not Verified|Jan-18|debt_consolidation|112xx|NY|Individual
1811350|11500|36 months|Office Manager|8 years|MORTGAGE|115831|Source Verified|Jan-18|debt_consolidation|223xx|VA|Individual
1811351|24000|36 months|Truck Driver|9 years|RENT|144300|Not Verified|Jan-18|debt_consolidation|276xx|NC|Individual
1811352|19000|60 months|Supervisor|8 years|OWN|56000|Not Verified|Jan-18|major_purchase|797xx|TX|Individual
1811353|5000|36 months|Chef|10+ years|MORTGAGE|56000|Not Verified|Jan-18|debt_consolidation|457xx|OH|Individual
1811354|15600|60 months||n/a|MORTGAGE|37000|Not Verified|Jan-18|credit_card|327xx|FL|Individual
1811355|9000|36 months|Office Manager|4 years|MORTGAGE|85000|Not Verified|Jan-18|credit_card|282xx|NC|Individual
1811356|15000|36 months|Teacher|3 years|RENT|52000|Not Verified|Jan-18|debt_consolidation|601xx|IL|Individual
1811357|12000|36 months|Security Officer|6 years|RENT|59000|Source Verified|Jan-18|debt_consolidation|331xx|FL|Individual
1811358|16000|36 months|Attorney|4 years|OWN|22000|Source Verified|Jan-18|medical|191xx|PA|Individual
1811359|25600|36 months|Office Manager|10+ years|MORTGAGE|65000|Not Verified|Feb-18|debt_consolidation|012xx|MA|Individual
1811360|11200|36 months|Attorney|10+ years|RENT|51410|Source Verified|Jan-18|debt_consolidation|973xx|OR|Individual
1811361|15000|36 months|Chef|4 years|MORTGAGE|150000|Not Verified|Feb-18|debt_consolidation|925xx|CA|Individual
1811362|11500|60 months|Bartender|7 years|RENT|65000|Not Verified|Jan-18|debt_consolidation|913xx|CA|Individual
1811363|7500|36 months|Office Manager|10+ years|OWN|73000|Not Verified|Jan-18|credit_card|806xx|CO|Individual
1811364|25000|36 months|Office Manager|2 years|MORTGAGE|120000|Not Verified|Jan-18|debt_consolidation|080xx|NJ|Individual
1811365|12500|60 months|Realtor|10+ years|RENT|51900|Not Verified|Jan-18|major_purchase|113xx|NY|Individual
1811366|20000|60 months|Office Manager|7 years|RENT|50000|Not Verified|Jan-18|debt_consolidation|701xx|LA|Individual
1811367|26000|60 months|Security Officer|10+ years|MORTGAGE|47000|Not Verified|Jan-18|debt_consolidation|660xx|KS|Joint App
1811368|3600|36 months|Office Manager|10+ years|MORTGAGE|63000|Source Verified|Jan-18|home_improvement|559xx|MN|Individual
1811369|8000|36 months|Accountant|5 years|MORTGAGE|68500|Verified|Jan-18|debt_consolidation|324xx|FL|Individual
1811370|20000|60 months|Office Manager|9 years|MORTGAGE|90000|Verified|Jan-18|credit_card|210xx|MD|Individual
1811371|14400|60 months|Office Manager|4 years|MORTGAGE|275000|Not Verified|Jan-18|credit_card|201xx|VA|Individual
1811372|18000|36 months|Office Manager|2 years|RENT|115000|Not Verified|Jan-18|major_purchase|207xx|MD|Individual
1811373|10000|36 months|Carpenter|< 1 year|MORTGAGE|138000|Not Verified|Jan-18|debt_consolidation|357xx|AL|Individual
1811374|12500|36 months|Accountant|3 years|RENT|58786|Not Verified|Jan-18|debt_consolidation|917xx|CA|Individual
1811375|10000|36 months|Office Manager|< 1 year|MORTGAGE|50000|Source Verified|Jan-18|debt_consolidation|640xx|MO|Individual
1811376|2000|36 months|Chef|5 years|MORTGAGE|68000|Not Verified|Jan-18|debt_consolidation|074xx|NJ|Individual
1811377|11000|60 months|Nurse|9 years|RENT|50000|Not Verified|Jan-18|credit_card|303xx|GA|Individual
1811378|25000|60 months|Office Manager|10+ years|MORTGAGE|100000|Not Verified|Jan-18|debt_consolidation|953xx|CA|Individual
1820376|7000|36 months|Engineer|9 years|MORTGAGE|29600|Not Verified|Jun-18|debt_consolidation|329xx|FL|Individual
1820377|5000|36 months|Engineer|10+ years|OWN|32000|Not Verified|Jun-18|credit_card|795xx|TX|Individual
1820378|16000|60 months|Engineer|5 years|RENT|124002|Source Verified|Jun-18|credit_card|331xx|FL|Individual
1820379|12000|36 months|Security Officer|4 years|RENT|50000|Source Verified|Jun-18|credit_card|907xx|CA|Individual
1820380|14350|36 months|Engineer|3 years|MORTGAGE|56200|Not Verified|Jun-18|debt_consolidation|773xx|TX|Individual
1820381|25000|36 months|Accountant|10+ years|MORTGAGE|240000|Source Verified|Jun-18|home_improvement|296xx|SC|Individual
1820382|4000|36 months|Engineer|10+ years|RENT|24000|Not Verified|Jun-18|debt_consolidation|891xx|NV|Individual
1820383|8000|36 months|Sales Manager|4 years|MORTGAGE|75000|Verified|Jun-18|debt_consolidation|631xx|MO|Individual
1820384|35000|60 months|Engineer|5 years|RENT|60000|Not Verified|Jun-18|credit_card|282xx|NC|Joint App
1820385|16000|36 months|Engineer|10+ years|MORTGAGE|60000|Verified|Jun-18|debt_consolidation|334xx|FL|Joint App
1820386|4000|36 months|Supervisor|6 years|MORTGAGE|40000|Source Verified|Jun-18|credit_card|628xx|IL|Individual
1820387|8000|36 months|Engineer|4 years|RENT|33000|Not Verified|Jun-18|credit_card|070xx|NJ|Individual
1820388|3600|36 months|Sales Manager|1 year|RENT|47000|Not Verified|Jun-18|debt_consolidation|018xx|MA|Individual
1820389|10000|36 months|Engineer|5 years|MORTGAGE|72000|Source Verified|Jun-18|debt_consolidation|499xx|MI|Individual
1820390|23000|60 months|Electrician|3 years|OWN|56000|Source Verified|Jun-18|debt_consolidation|305xx|GA|Individual
1820391|30000|36 months|Police officer|10+ years|RENT|95000|Source Verified|Jun-18|credit_card|970xx|OR|Individual
1820392|12000|36 months|Engineer|3 years|RENT|50000|Source Verified|Jun-18|debt_consolidation|958xx|CA|Individual
1820393|10000|36 months|Engineer|10+ years|MORTGAGE|130000|Source Verified|Jun-18|debt_consolidation|088xx|NJ|Individual
1820394|15000|60 months|Engineer|10+ years|OWN|45000|Source Verified|Jun-18|debt_consolidation|278xx|NC|Individual
1820395|30000|60 months|Engineer|5 years|OWN|73375|Verified|Jun-18|house|218xx|MD|Individual
1820396|3000|36 months|Supervisor|2 years|MORTGAGE|30000|Verified|Jun-18|credit_card|761xx|TX|Individual
1820397|20000|60 months|Security Officer|10+ years|OWN|53000|Source Verified|Jun-18|debt_consolidation|563xx|MN|Individual
1820398|11000|36 months|Office Manager|10+ years|MORTGAGE|130000|Source Verified|Jun-18|debt_consolidation|898xx|NV|Individual
1820399|2500|36 months|Carpenter|10+ years|MORTGAGE|35000|Not Verified|Jun-18|debt_consolidation|480xx|MI|Individual
1820400|19000|60 months|Engineer|10+ years|MORTGAGE|62000|Source Verified|Jun-18|debt_consolidation|057xx|VT|Individual
1820401|8000|36 months|Sales Manager|6 years|RENT|31000|Source Verified|Jun-18|debt_consolidation|212xx|MD|Individual
1820402|10000|36 months||n/a|MORTGAGE|60000|Source Verified|Jun-18|debt_consolidation|840xx|UT|Joint App
1820403|22400|60 months|Engineer|8 years|MORTGAGE|68000|Not Verified|Jun-18|home_improvement|481xx|MI|Joint App
1820404|9000|36 months|Electrician|3 years|RENT|65000|Not Verified|Jun-18|credit_card|907xx|CA|Individual
1820405|17500|60 months||n/a|OWN|23500|Verified|Jun-18|debt_consolidation|454xx|OH|Joint App
1820406|6000|36 months||n/a|RENT|18000|Verified|Jun-18|other|113xx|NY|Individual
1820407|10000|36 months|Attorney|10+ years|MORTGAGE|160000|Source Verified|Jun-18|debt_consolidation|750xx|TX|Individual
1820408|27200|36 months||n/a|RENT|80000|Not Verified|Jun-18|debt_consolidation|330xx|FL|Joint App
1820409|2500|36 months|Engineer|10+ years|OWN|30000|Not Verified|Jun-18|major_purchase|981xx|WA|Individual
1820410|8000|36 months|Sales Manager|2 years|RENT|62000|Source Verified|Jun-18|debt_consolidation|122xx|NY|Individual
1820411|10000|36 months|Sales Manager|3 years|RENT|39500|Verified|Jun-18|debt_consolidation|070xx|NJ|Individual
1820412|40000|36 months|Sales Manager|10+ years|MORTGAGE|180000|Verified|Jun-18|debt_consolidation|916xx|CA|Individual
1820413|14000|60 months|Accountant|2 years|RENT|42000|Not Verified|Jun-18|debt_consolidation|809xx|CO|Individual
1820414|16500|60 months||n/a|MORTGAGE|0|Not Verified|Jun-18|other|605xx|IL|Joint App
1820415|3500|36 months||n/a|RENT|30000|Source Verified|Jun-18|medical|934xx|CA|Joint App
1820416|20000|60 months|Accountant|10+ years|RENT|50000|Not Verified|Jun-18|debt_consolidation|604xx|IL|Individual
1820417|20000|36 months|Accountant|< 1 year|MORTGAGE|60000|Not Verified|Jun-18|debt_consolidation|330xx|FL|Joint App
1820418|20000|60 months|Mechanic|10+ years|MORTGAGE|102000|Verified|Jun-18|credit_card|430xx|OH|Individual
1820419|12000|60 months|Supervisor|3 years|OWN|80000|Source Verified|Jun-18|debt_consolidation|476xx|IN|Individual
1820420|6000|36 months|Sales Manager|10+ years|RENT|89000|Source Verified|Jun-18|moving|735xx|OK|Joint App
1820421|6400|36 months|Carpenter|2 years|MORTGAGE|150000|Not Verified|Jun-18|debt_consolidation|926xx|CA|Individual
1820422|11000|36 months||n/a|OWN|42000|Not Verified|Jun-18|debt_consolidation|631xx|MO|Individual
1820423|12000|36 months|Sales Manager|< 1 year|RENT|92000|Not Verified|Jun-18|credit_card|941xx|CA|Individual
1820424|32750|60 months|Police officer|5 years|RENT|87298|Verified|Jun-18|debt_consolidation|112xx|NY|Joint App
1820425|40000|36 months||n/a|OWN|110000|Source Verified|Jun-18|debt_consolidation|774xx|TX|Joint App
1820426|9600|36 months|Sales Manager|7 years|OWN|60000|Source Verified|Jun-18|credit_card|864xx|AZ|Individual
1820427|12000|36 months|Sales Manager|< 1 year|MORTGAGE|38000|Not Verified|Jun-18|debt_consolidation|852xx|AZ|Individual
1820428|16000|36 months|Electrician|6 years|MORTGAGE|46000|Not Verified|Jun-18|credit_card|550xx|MN|Joint App
1820429|40000|36 months|Sales Manager|8 years|MORTGAGE|48800|Verified|Jun-18|debt_consolidation|410xx|KY|Joint App
1820430|12500|36 months|Office Manager|10+ years|MORTGAGE|65000|Source Verified|Jun-18|other|750xx|TX|Individual
1820431|16800|60 months|Sales Manager|1 year|MORTGAGE|45000|Source Verified|Jun-18|debt_consolidation|605xx|IL|Joint App
1820432|34000|60 months|Police officer|10+ years|MORTGAGE|104000|Source Verified|Jun-18|debt_consolidation|351xx|AL|Individual
1820433|32000|60 months|Office Manager|7 years|MORTGAGE|76280|Source Verified|Jun-18|major_purchase|980xx|WA|Joint App
1820434|10000|36 months|Accountant|10+ years|MORTGAGE|105000|Source Verified|Jun-18|debt_consolidation|750xx|TX|Individual
1820435|5000|36 months|Chef|5 years|RENT|75000|Not Verified|Jun-18|other|925xx|CA|Individual
1820436|16000|60 months|Chef|5 years|RENT|44000|Source Verified|Jun-18|debt_consolidation|054xx|VT|Individual
1820437|25000|36 months||n/a|OWN|125000|Not Verified|Jun-18|debt_consolidation|932xx|CA|Individual
1820438|3500|36 months|Electrician|4 years|MORTGAGE|45000|Not Verified|Jun-18|debt_consolidation|666xx|KS|Individual
1820439|1200|36 months|Office Manager|3 years|RENT|30000|Not Verified|Jun-18|debt_consolidation|951xx|CA|Individual
1820440|4500|36 months|Engineer|2 years|RENT|60000|Not Verified|Jun-18|car|070xx|NJ|Individual
1820441|25000|36 months|Accountant|3 years|MORTGAGE|45000|Source Verified|Jun-18|debt_consolidation|736xx|OK|Individual
1820442|5000|36 months|Sales Manager|6 years|MORTGAGE|45000|Source Verified|Jun-18|other|344xx|FL|Individual
1820443|3500|36 months|Realtor|6 years|MORTGAGE|73000|Source Verified|Jun-18|debt_consolidation|891xx|NV|Individual
1820444|24000|60 months|Sales Manager|6 years|MORTGAGE|340000|Verified|Jun-18|home_improvement|600xx|IL|Individual
1820445|20500|36 months|Carpenter|10+ years|RENT|81120|Source Verified|Jun-18|credit_card|115xx|NY|Individual
1820446|3000|36 months|Chef|10+ years|MORTGAGE|102000|Source Verified|Jun-18|home_improvement|970xx|OR|Individual
1820447|10000|60 months||n/a|OWN|33000|Verified|Jun-18|debt_consolidation|191xx|PA|Individual
1820448|25000|36 months|Carpenter|10+ years|MORTGAGE|105000|Not Verified|Jun-18|credit_card|978xx|OR|Individual
1820449|30000|60 months|Sales Manager|10+ years|RENT|60000|Source Verified|Jun-18|debt_consolidation|932xx|CA|Individual
1820450|4000|36 months|Electrician|2 years|RENT|70000|Source Verified|Jun-18|credit_card|787xx|TX|Individual
1820451|20000|60 months||n/a|MORTGAGE|91000|Not Verified|Jun-18|debt_consolidation|809xx|CO|Individual
1820452|10000|60 months|Sales Manager|5 years|MORTGAGE|35000|Verified|Jun-18|debt_consolidation|853xx|AZ|Individual
1820453|40000|60 months|Nurse|10+ years|MORTGAGE|82000|Verified|Jun-18|credit_card|990xx|WA|Individual
1820454|25600|60 months|Engineer|9 years|MORTGAGE|100000|Verified|Jun-18|debt_consolidation|282xx|NC|Individual
1820455|10000|60 months|Sales Manager|2 years|MORTGAGE|40000|Source Verified|Jun-18|credit_card|152xx|PA|Individual
1820456|21600|60 months|Police officer|2 years|OWN|35000|Source Verified|Jun-18|debt_consolidation|278xx|NC|Individual
1820457|16800|60 months|Chef|4 years|MORTGAGE|96000|Source Verified|Jun-18|debt_consolidation|975xx|OR|Individual
1820458|32000|60 months|Principal|2 years|MORTGAGE|55000|Verified|Jun-18|debt_consolidation|337xx|FL|Joint App
1820459|10000|36 months|Sales Manager|2 years|OWN|33000|Source Verified|Jun-18|debt_consolidation|945xx|CA|Individual
1820460|4800|36 months|Security Officer|1 year|OWN|50000|Source Verified|Jun-18|medical|774xx|TX|Joint App
1820461|3500|36 months|Sales Manager|< 1 year|RENT|17200|Verified|Jun-18|debt_consolidation|134xx|NY|Individual
1820462|20000|60 months|Engineer|10+ years|RENT|100000|Verified|Jun-18|credit_card|535xx|WI|Individual
1820463|6025|36 months|Sales Manager|< 1 year|OWN|27381|Verified|Jun-18|debt_consolidation|010xx|MA|Individual
1820464|13000|36 months|Chef|< 1 year|RENT|40000|Not Verified|Jun-18|credit_card|104xx|NY|Individual
1820465|32000|36 months|Sales Manager|< 1 year|MORTGAGE|10000|Source Verified|Jun-18|debt_consolidation|671xx|KS|Joint App
1820466|35000|60 months|Realtor|10+ years|OWN|60000|Not Verified|Jun-18|debt_consolidation|160xx|PA|Joint App
1820467|30000|36 months|Sales Manager|1 year|RENT|55000|Source Verified|Jun-18|debt_consolidation|941xx|CA|Individual
1820468|10000|36 months|Sales Manager|2 years|RENT|39000|Not Verified|Jun-18|credit_card|787xx|TX|Individual
1820469|20000|36 months|Sales Manager|4 years|RENT|112000|Verified|Jun-18|debt_consolidation|300xx|GA|Individual
1820470|40000|60 months|Sales Manager|10+ years|MORTGAGE|100000|Source Verified|Jun-18|credit_card|228xx|VA|Joint App
1820471|20000|36 months|Sales Manager|10+ years|RENT|59800|Source Verified|Jun-18|debt_consolidation|600xx|IL|Individual
1820472|5500|36 months|Sales Manager|4 years|RENT|45000|Not Verified|Jun-18|credit_card|112xx|NY|Individual
1820473|33600|36 months||n/a|RENT|20000|Verified|Jun-18|debt_consolidation|207xx|MD|Joint App
1820474|18800|36 months||n/a|MORTGAGE|60000|Not Verified|Jun-18|other|851xx|AZ|Individual
1820475|10000|36 months|Sales Manager|10+ years|OWN|120000|Not Verified|Jun-18|debt_consolidation|436xx|OH|Individual
1820476|9000|36 months|Security Officer|1 year|MORTGAGE|190000|Not Verified|Jun-18|credit_card|604xx|IL|Individual
1820477|11000|60 months||n/a|RENT|46000|Not Verified|Jun-18|credit_card|193xx|PA|Individual
1820478|13000|36 months|Sales Manager|9 years|RENT|55000|Not Verified|Jun-18|credit_card|916xx|CA|Individual
1820479|14500|36 months|Sales Manager|9 years|MORTGAGE|48000|Not Verified|Jun-18|credit_card|820xx|WY|Individual
1820480|15000|36 months|Sales Manager|1 year|RENT|36400|Source Verified|Jun-18|debt_consolidation|802xx|CO|Individual
1820481|5900|36 months|Sales Manager|10+ years|RENT|36000|Source Verified|Jun-18|debt_consolidation|112xx|NY|Individual
1820482|12000|60 months|Sales Manager|1 year|RENT|61000|Source Verified|Jun-18|credit_card|986xx|WA|Individual
1820483|5000|36 months|Teacher|10+ years|MORTGAGE|44200|Verified|Jun-18|debt_consolidation|120xx|NY|Joint App
1820484|12000|36 months|Sales Manager|7 years|MORTGAGE|65500|Verified|Jun-18|debt_consolidation|029xx|RI|Individual
1820485|10500|60 months|Sales Manager|10+ years|MORTGAGE|63000|Source Verified|Jun-18|home_improvement|374xx|TN|Joint App
1820486|12500|60 months|Police officer|8 years|RENT|51000|Source Verified|Jun-18|debt_consolidation|339xx|FL|Individual
1820487|3800|36 months|Security Officer|2 years|OWN|50000|Source Verified|Jun-18|other|356xx|AL|Individual
1820488|26725|60 months|Sales Manager|10+ years|MORTGAGE|105000|Not Verified|Jun-18|credit_card|028xx|RI|Joint App
1820489|17000|60 months|Truck Driver|5 years|MORTGAGE|65000|Source Verified|Jun-18|credit_card|774xx|TX|Individual
1820490|40000|36 months|Sales Manager|< 1 year|RENT|95000|Source Verified|Jun-18|credit_card|941xx|CA|Individual
1820491|14000|60 months|Sales Manager|10+ years|OWN|65000|Source Verified|Jun-18|debt_consolidation|152xx|PA|Individual
1820492|40000|36 months|Office Manager|4 years|RENT|68290|Verified|Jun-18|debt_consolidation|117xx|NY|Joint App
1820493|20000|60 months|Mechanic|2 years|RENT|57679|Source Verified|Jun-18|debt_consolidation|112xx|NY|Individual
1820494|10000|36 months|Sales Manager|7 years|RENT|35000|Source Verified|Jun-18|debt_consolidation|347xx|FL|Individual
1820495|20000|36 months|Chef|5 years|MORTGAGE|80000|Source Verified|Jun-18|home_improvement|600xx|IL|Individual
1820496|12000|60 months|Sales Manager|10+ years|MORTGAGE|52000|Not Verified|Jun-18|major_purchase|718xx|AR|Individual
1820497|7800|36 months|Accountant|10+ years|RENT|39000|Not Verified|Jun-18|credit_card|105xx|NY|Individual
1820498|35000|60 months|Sales Manager|4 years|MORTGAGE|230000|Source Verified|Jun-18|debt_consolidation|301xx|GA|Individual
1820499|12000|60 months|Chef|< 1 year|MORTGAGE|85000|Verified|Jun-18|debt_consolidation|785xx|TX|Individual
1820500|18000|60 months||n/a|RENT|120000|Not Verified|Jun-18|credit_card|852xx|AZ|Individual
1820501|9600|36 months|Engineer|10+ years|RENT|40000|Not Verified|May-18|credit_card|891xx|NV|Individual
1820502|1500|36 months|Sales Manager|3 years|RENT|43000|Not Verified|May-18|other|396xx|MS|Individual
1820503|15000|36 months|Electrician|1 year|OWN|31200|Source Verified|Jun-18|debt_consolidation|460xx|IN|Individual
1820504|40000|36 months|Sales Manager|4 years|RENT|130000|Source Verified|May-18|credit_card|221xx|VA|Individual
1820505|20000|36 months|Sales Manager|7 years|OWN|90000|Source Verified|May-18|home_improvement|714xx|LA|Individual
1820506|40000|60 months|Chef|< 1 year|MORTGAGE|60000|Source Verified|May-18|credit_card|611xx|IL|Joint App
1820507|25000|60 months|Sales Manager|10+ years|MORTGAGE|70000|Source Verified|May-18|credit_card|451xx|OH|Individual
1820508|20000|60 months|Sales Manager|2 years|MORTGAGE|78000|Verified|May-18|credit_card|427xx|KY|Joint App
1820509|35000|60 months|Sales Manager|4 years|MORTGAGE|165000|Source Verified|May-18|debt_consolidation|318xx|GA|Individual
1820510|25000|36 months|Office Manager|10+ years|OWN|175000|Source Verified|May-18|credit_card|787xx|TX|Individual
1820511|12000|36 months|Police officer|7 years|MORTGAGE|65000|Source Verified|May-18|other|335xx|FL|Individual
1820512|2000|36 months|Sales Manager|10+ years|MORTGAGE|25000|Verified|May-18|house|640xx|MO|Individual
1820513|12000|36 months|Realtor|10+ years|MORTGAGE|70000|Not Verified|May-18|debt_consolidation|290xx|SC|Individual
1820514|6000|36 months|Attorney|5 years|MORTGAGE|62000|Source Verified|May-18|other|920xx|CA|Individual
1820515|4800|36 months|Accountant|10+ years|OWN|73000|Not Verified|May-18|debt_consolidation|551xx|MN|Individual
1820516|21000|36 months|Sales Manager|2 years|RENT|58500|Verified|May-18|debt_consolidation|928xx|CA|Individual
1820517|20000|60 months|Sales Manager|2 years|RENT|91000|Source Verified|May-18|debt_consolidation|855xx|AZ|Individual
1820518|10000|60 months|Accountant|10+ years|RENT|25000|Source Verified|May-18|small_business|326xx|FL|Individual
1820519|4500|36 months|Clerk|10+ years|RENT|90000|Source Verified|May-18|debt_consolidation|342xx|FL|Individual
1820520|6400|36 months|Sales Manager|2 years|OWN|100000|Source Verified|May-18|debt_consolidation|551xx|MN|Individual
1820521|10000|36 months|Chef|10+ years|MORTGAGE|101357.5|Not Verified|Jun-18|debt_consolidation|922xx|CA|Individual
1820522|2000|36 months|Sales Manager|9 years|RENT|30000|Verified|May-18|other|700xx|LA|Individual
1820523|11200|60 months|Office Manager|5 years|MORTGAGE|37000|Verified|May-18|debt_consolidation|840xx|UT|Joint App
1820524|5000|36 months|Electrician|4 years|RENT|22000|Source Verified|May-18|home_improvement|445xx|OH|Individual
1820525|20000|60 months|Sales Manager|5 years|MORTGAGE|163000|Source Verified|May-18|debt_consolidation|020xx|MA|Individual
1820526|11000|60 months|Sales Manager|2 years|MORTGAGE|80000|Not Verified|May-18|debt_consolidation|275xx|NC|Joint App
1820527|10000|60 months|Sales Manager|2 years|MORTGAGE|38000|Verified|May-18|debt_consolidation|158xx|PA|Individual
1820528|10000|36 months|Sales Manager|3 years|RENT|74000|Not Verified|May-18|other|958xx|CA|Individual
1820529|10000|60 months|Accountant|3 years|MORTGAGE|90000|Source Verified|May-18|debt_consolidation|120xx|NY|Individual
1820530|25000|36 months|Office Manager|5 years|MORTGAGE|70000|Not Verified|May-18|debt_consolidation|301xx|GA|Individual
1820531|27000|36 months|Attorney|7 years|RENT|94300|Source Verified|May-18|debt_consolidation|951xx|CA|Individual
1820532|35000|36 months|Sales Manager|10+ years|RENT|101000|Verified|Jun-18|debt_consolidation|015xx|MA|Individual
1820533|25000|36 months|Security Officer|5 years|MORTGAGE|190000|Source Verified|May-18|credit_card|331xx|FL|Individual
1820534|40000|36 months|Sales Manager|4 years|MORTGAGE|293908|Source Verified|May-18|house|331xx|FL|Individual
1820535|22000|36 months|Clerk|2 years|RENT|56000|Source Verified|May-18|credit_card|900xx|CA|Individual
1820536|24000|36 months|Sales Manager|5 years|MORTGAGE|75000|Verified|May-18|debt_consolidation|752xx|TX|Joint App
1820537|16000|36 months|Sales Manager|5 years|MORTGAGE|120000|Source Verified|May-18|credit_card|179xx|PA|Individual
1820538|6000|36 months|Security Officer|10+ years|MORTGAGE|80000|Source Verified|May-18|debt_consolidation|496xx|MI|Individual
1820539|4000|36 months|Sales Manager|< 1 year|RENT|22992|Source Verified|May-18|credit_card|297xx|SC|Individual
1820540|8000|36 months|Electrician|7 years|MORTGAGE|79600|Source Verified|May-18|home_improvement|802xx|CO|Individual
1820541|6500|36 months|Sales Manager|3 years|OWN|26500|Source Verified|May-18|debt_consolidation|759xx|TX|Individual
1820542|20000|60 months|Sales Manager|1 year|MORTGAGE|46000|Verified|May-18|credit_card|272xx|NC|Joint App
1820543|18000|60 months|Supervisor|9 years|MORTGAGE|44313|Verified|May-18|other|125xx|NY|Joint App
1820544|10000|36 months|Sales Manager|10+ years|MORTGAGE|43000|Not Verified|May-18|other|328xx|FL|Joint App
1820545|3000|36 months|Mechanic|9 years|RENT|130000|Verified|May-18|other|060xx|CT|Individual
1820546|8900|36 months|Engineer|10+ years|MORTGAGE|60175|Verified|Jun-18|credit_card|558xx|MN|Individual
1820547|10000|36 months|Chef|10+ years|OWN|45000|Source Verified|May-18|home_improvement|331xx|FL|Individual
